metric,mean,std
best_val_loss,0.04396434848426613,0.02137881756775359
best_val_acc,0.9881832394444912,0.006600989605918296
best_val_precision,0.9860558152198792,0.009371349833120105
best_val_recall,0.9902705550193787,0.004231272172036723
best_val_f1,0.987520945072174,0.006669897978497002
epochs_trained,16.0,6.4031242374328485
